Queryila	Hitita	Kailavsita	Ksilavsita	KaKsilavsita	NJtree	Ath_annotation	Annotated_EST	Viridiplantae_annotation
ila679	ita22328	0.0112	0.0658	0.170212765957447	(ila,ita)	AT3G53380.1	ila6793	26741	
ila36719	ita762	0.0566	0.1787	0.316731952993844	(ita,ila)	none	ita7620	704724	
ila30747	ita28971	0.0235	0.1079	0.217794253938832	(ita,ila)	AT5G19750.1	ita28971	870614	
ila22103	ita19831	0.0035	0.0578	0.0605536332179931	(ita,ila)	AT3G05840.1	ita19831	688677	
ila229513	ita22361	0.4043	1.9441	0.207962553366596	(ita,ila)	none	ita22361	555983	
ila8469	ita4946	0.0960	0.2534	0.378847671665351	(ita,ila)	AT3G02070.1	ita4946	708853	
ila230139	ita13480	0.0989	0.1609	0.61466749533872	(ila,ita)	none	ila230139	691031	
ila35930	ita5833	0.0131	0.0825	0.158787878787879	(ita,ila)	none	ita5833	703353	
ila28382	ita31329	0.0493	0.2090	0.235885167464115	(ila,ita)	none	ila28382	579842	
ila5700	ita29510	0.0159	0.0906	0.175496688741722	(ita,ila)	AT4G15900.1	ita29510	549954	
ila12031	ita9999	0.0335	0.1982	0.169021190716448	(ita,ila)	AT1G62850.1	ita9999	752576	
ila37020	ita4356	0.0428	0.0856	0.5	(ita,ila)	AT1G15520.1	ita4356	942661	
ila18623	ita32152	0.0698	0.1730	0.403468208092486	(ila,ita)	AT3G25910.1	ila18623	173862	
ila209209	ita32219	0.0137	0.1300	0.105384615384615	(ila,ita)	none	ila209209	707087	
ila33644	ita11185	0.0230	0.0785	0.292993630573248	(ita,ila)	AT1G78660.3	ita11185	690326	
ila16352	ita17578	0.0154	0.0980	0.157142857142857	(ila,ita)	AT2G47210.1	ila16352	697010	
ila21441	ita15626	0.0673	0.1770	0.380225988700565	(ita,ila)	AT5G55230.1	ita15626	703606	
ila2641	ita32944	0.0426	0.1661	0.256472004816376	(ila,ita)	AT1G74050.1	ila26416	773686	
ila36485	ita5099	0.0201	0.1294	0.155332302936631	(ita,ila)	AT3G02060.1	ita5099	553739	
ila27606	ita15507	0.0411	0.0940	0.437234042553191	(ila,ita)	AT4G21540.1	ila27606	700296	
ila230493	ita372	0.0162	0.1132	0.143109540636042	(ita,ila)	AT5G26110.1	ita37220	690705	
ila27252	ita30996	0.0470	0.1697	0.276959340011786	(ita,ila)	none	ita30996	777501	
ila26325	ita9230	0.0289	0.0471	0.613588110403397	(ita,ila)	AT2G38050.1	ita9230	693392	
ila32221	ita30321	0.0111	0.1676	0.0662291169451074	(ila,ita)	none	ila32221	797537	
ila37187	ita33640	0.0194	0.1315	0.147528517110266	(ita,ila)	AT5G13610.1	ita33640	709238	
ila34455	ita5648	0.6991	69.3506	0.0100806626042168	(ita,ila)	AT3G12770.1	ita5648	553049	
ila221500	ita25999	0.0535	0.2660	0.201127819548872	(ila,ita)	none	ila221500	56464	
ila25143	ita26363	0.0128	0.1137	0.112576956904134	(ila,ita)	none	ila25143	698913	
ila9375	ita26714	0.2678	0.3218	0.83219390926041	(ita,ila)	none	ita26714	562033	
ila31151	ita75	0.4473	1.2624	0.354325095057034	(ila,ita)	none	ila31151	708817	
ila16539	ita14928	0.0227	0.1378	0.164731494920174	(ita,ila)	AT1G48850.1	ita14928	697771	
ila26338	ita14368	0.0571	0.2634	0.216780561883068	(ila,ita)	none	ila26338	366538	
ila11650	ita30874	0.8374	46.9955	0.0178187273249566	(ila,ita)	AT2G29200.1	ila11650	552751	
ila19219	ita31146	0.0183	0.1046	0.174952198852772	(ita,ila)	AT1G07670.1	ita31146	700238	
ila32277	ita27643	0.0130	0.0904	0.143805309734513	(ita,ila)	none	ita27643	580686	
ila3633	ita17939	0.0213	0.1775	0.12	(ila,ita)	AT2G47250.1	ila36337	708469	
ila229349	ita25995	0.0339	0.1417	0.23923782639379	(ila,ita)	none	ila229349	697799	
ila16893	ita20561	0.1615	0.2260	0.714601769911504	(ita,ila)	none	ita20561	547268	
ila3863	ita16728	0.0567	0.1589	0.356828193832599	(ila,ita)	AT1G26560.1	ila3863	691939	
ila1756	ita34244	0.0313	0.1059	0.295561850802644	(ila,ita)	AT1G03090.2	ila17563	707501	
ila22741	ita36489	0.0512	0.0999	0.512512512512513	(ita,ila)	none	ita36489	662336	
ila23304	ita16602	0.0270	0.0755	0.357615894039735	(ita,ila)	none	ita16602	548858	
ila13221	ita35009	0.0734	0.2355	0.311677282377919	(ita,ila)	AT2G22370.1	ita35009	689259	
ila36180	ita8168	0.0205	0.1763	0.116279069767442	(ita,ila)	AT5G37530.1	ita8168	705834	
ila231696	ita18484	1.0470	3.3665	0.311005495321551	(ita,ila)	none	ita18484	689263	
ila231231	ita31070	0.0679	0.1265	0.536758893280632	(ila,ita)	none	ila231231	709542	
ila7027	ita4986	1.4263	67.5472	0.0211156050879977	(ila,ita)	AT2G31280.3	ila7027	467148	
ila209840	ita34894	0.0284	0.0877	0.323831242873432	(ita,ila)	AT1G66430.1	ita34894	692931	
ila12892	ita11181	0.0055	0.1014	0.0542406311637081	(ila,ita)	AT1G75380.3	ila12892	689558	
ila14906	ita38150	0.1910	1.2727	0.150074644456667	(ila,ita)	AT1G26560.1	ila14906	691939	
ila8454	ita13606	0.0015	0.0695	0.0215827338129496	(ita,ila)	none	ita13606	707631	
ila34138	ita10583	0.0335	0.1724	0.194315545243619	(ila,ita)	AT3G52960.1	ila34138	291903	
ila4260	ita17702	0.0026	0.0752	0.0345744680851064	(ila,ita)	AT2G27600.1	ila4260	691345	
ila2567	ita14264	0.0162	0.1348	0.120178041543027	(ita,ila)	none	ita14264	696017	
ila19397	ita15194	0.0293	0.0776	0.377577319587629	(ila,ita)	none	ila19397	706601	
ila31896	ita28133	0.0045	0.0669	0.0672645739910314	(ita,ila)	AT3G11320.1	ita28133	699760	
ila34203	ita29335	0.0137	0.0932	0.146995708154506	(ita,ila)	AT1G06050.1	ita29335	650248	
ila226756	ita30327	0.0133	0.1620	0.0820987654320988	(ita,ila)	AT3G08580.2	ita30327	738952	
ila35215	ita24285	0.0097	0.1244	0.0779742765273312	(ita,ila)	AT4G33140.1	ita24285	24742	
ila34600	ita25246	0.0187	0.0984	0.190040650406504	(ita,ila)	none	ita25246	87098	
ila21185	ita25050	0.0737	0.1746	0.422107674684994	(ita,ila)	AT1G51410.1	ita25050	694616	
ila35234	ita24238	0.0243	0.2163	0.112343966712899	(ila,ita)	AT1G69390.1	ila35234	696565	
ila37071	ita31358	0.0572	0.1513	0.378056840713814	(ila,ita)	AT1G12570.1	ila37071	696045	
ila27350	ita21292	0.0155	0.0626	0.247603833865815	(ila,ita)	none	ila27350	850216	
ila232376	ita26193	0.0247	0.1309	0.188693659281895	(ila,ita)	none	ila232376	553215	
ila22275	ita18444	0.0207	0.1400	0.147857142857143	(ila,ita)	none	ila222755	701132	
ila21742	ita36062	0.0508	0.1280	0.396875	(ita,ila)	none	ita36062	10086	
ila34898	ita26610	0.0183	0.0887	0.206313416009019	(ita,ila)	AT4G23660.2	ita26610	695164	
ila232665	ita35979	0.0017	0.0762	0.0223097112860892	(ila,ita)	AT3G12480.1	ila232665	878904	
ila28649	ita31468	0.0158	0.0861	0.183507549361208	(ila,ita)	none	ila28649	689842	
ila228221	ita36223	1.0690	65.0006	0.0164460020369043	(ila,ita)	none	ila228221	691285	
ila30761	ita18158	0.0192	0.0734	0.26158038147139	(ita,ila)	AT3G45240.2	ita18158	362086	
ila223130	ita1109	0.0110	0.1063	0.103480714957667	(ita,ila)	none	ita11099	703746	
ila16339	ita11458	0.0072	0.1012	0.0711462450592885	(ita,ila)	AT5G09420.1	ita11458	701904	
ila36790	ita6051	0.0114	0.1381	0.0825488776249095	(ita,ila)	AT2G04270.2	ita6051	708024	
ila32486	ita29459	0.0081	0.0761	0.106438896189225	(ita,ila)	none	ita29459	694266	
ila7514	ita14242	0.0219	0.1301	0.168332052267487	(ita,ila)	AT3G51280.1	ita14242	549067	
ila228727	ita998	0.0130	0.0636	0.20440251572327	(ita,ila)	AT1G16970.1	ita9981	706623	
ila230849	ita9583	0.0147	0.1155	0.127272727272727	(ita,ila)	none	ita9583	558288	
ila232067	ita38808	0.0145	0.1329	0.109104589917231	(ita,ila)	AT1G18550.1	ita38808	857731	
ila13719	ita15427	0.0293	0.1629	0.179864947820749	(ita,ila)	none	ita15427	706393	
ila33880	ita7568	0.6234	6.2256	0.100134926754048	(ila,ita)	none	ila33880	707120	
ila8589	ita15254	0.1754	0.3402	0.515579071134627	(ita,ila)	AT5G13830.1	ita15254	604543	
ila16119	ita32292	0.0158	0.0446	0.354260089686099	(ita,ila)	none	ita32292	709811	
ila33031	ita16755	0.0230	0.1501	0.153231179213857	(ita,ila)	none	ita16755	580182	
ila31972	ita19602	0.1342	0.7979	0.168191502694573	(ita,ila)	none	ita19602	482960	
ila15589	ita38367	0.0080	0.1186	0.0674536256323777	(ila,ita)	none	ila15589	552440	
ila30476	ita5685	0.0210	0.1007	0.208540218470705	(ita,ila)	AT2G31870.1	ita5685	661909	
ila223742	ita5516	0.0760	1.8363	0.0413875728366825	(ila,ita)	none	ila223742	91250	
ila7744	ita28053	0.0417	0.1724	0.241879350348028	(ita,ila)	AT1G69500.1	ita28053	8792	
ila12017	ita19674	0.0079	0.0951	0.0830704521556257	(ita,ila)	AT2G19620.1	ita19674	867701	
ila25899	ita35820	0.1063	0.8123	0.130862981657023	(ita,ila)	none	ita35820	772080	
ila32539	ita19865	0.0409	0.1637	0.249847281612706	(ita,ila)	none	ita19865	705496	
ila22630	ita29186	0.0996	0.2785	0.357630161579892	(ita,ila)	none	ita29186	274588	
ila1455	ita2899	0.0325	0.1275	0.254901960784314	(ila,ita)	AT5G47810.1	ila1455	700068	
ila232406	ita22927	0.0012	0.1109	0.0108205590622182	(ita,ila)	AT5G09740.1	ita22927	554123	
ila29661	ita24055	0.0033	0.0817	0.0403916768665851	(ita,ila)	AT5G08530.1	ita24055	701019	
ila18859	ita25943	0.0264	0.1320	0.2	(ila,ita)	none	ila18859	566172	
ila5578	ita7655	0.0265	0.0879	0.301478953356086	(ita,ila)	AT4G11600.1	ita7655	408508	
ila1224	ita14423	0.0350	0.1346	0.260029717682021	(ita,ila)	AT5G36880.2	ita14423	707344	
ila226637	ita17214	0.0351	0.1403	0.250178189593728	(ila,ita)	none	ila226637	523	
ila225355	ita1246	0.0067	0.0474	0.141350210970464	(ila,ita)	AT1G29250.1	ila225355	573837	
ila10639	ita16447	1.2477	68.4529	0.0182271313560127	(ila,ita)	AT5G20150.1	ila10639	704425	
ila23850	ita12768	0.0094	0.1325	0.0709433962264151	(ila,ita)	none	ila23850	548354	
ila30906	ita29773	0.1041	0.2586	0.402552204176334	(ita,ila)	none	ita29773	693965	
ila37297	ita36474	0.0110	0.0650	0.169230769230769	(ita,ila)	none	ita36474	671977	
ila36621	ita13179	0.0309	0.1137	0.271767810026385	(ila,ita)	AT1G65230.1	ila36621	865713	
ila208553	ita7316	0.0130	0.0788	0.16497461928934	(ita,ila)	none	ita7316	706982	
ila9033	ita16804	0.0451	0.1401	0.321912919343326	(ita,ila)	none	ita16804	695834	
ila209287	ita25751	0.0092	0.1649	0.0557913887204366	(ila,ita)	none	ila209287	554211	
ila29362	ita34259	0.0381	0.0879	0.433447098976109	(ita,ila)	AT4G32900.2	ita34259	556177	
ila230232	ita32800	0.0026	0.0851	0.0305522914218566	(ita,ila)	none	ita32800	573827	
ila225549	ita33240	0.0762	0.1268	0.600946372239748	(ila,ita)	none	ila225549	550292	
ila1884	ita17298	0.0244	0.1005	0.242786069651741	(ita,ila)	AT2G36290.1	ita17298	12181	
ila2862	ita36761	0.0350	0.1554	0.225225225225225	(ita,ila)	none	ita36761	63258	
ila34967	ita16518	0.0070	0.1505	0.0465116279069767	(ila,ita)	AT1G51720.1	ila34967	691548	
ila18	ita3728	0.0426	0.2211	0.192672998643148	(ita,ila)	none	ita37284	706048	
ila1830	ita15085	0.0355	0.0884	0.40158371040724	(ila,ita)	none	ila18306	705958	
ila36337	ita4685	0.0139	0.1541	0.0902011680726801	(ita,ila)	AT3G05500.1	ita4685	708469	
ila233019	ita25227	0.0120	0.1173	0.10230179028133	(ila,ita)	AT3G26990.1	ila233019	699741	
ila230632	ita17853	0.0208	0.2017	0.103123450669311	(ita,ila)	AT4G25100.2	ita17853	611468	
ila230534	ita23717	0.0314	0.0815	0.385276073619632	(ita,ila)	none	ita23717	698022	
ila15370	ita15101	0.0149	0.1265	0.117786561264822	(ita,ila)	AT2G33620.3	ita15101	697953	
ila11331	ita13676	0.0684	0.1372	0.498542274052478	(ita,ila)	none	ita13676	709961	
ila225095	ita7001	0.0131	0.0583	0.224699828473413	(ita,ila)	AT3G13060.1	ita7001	8436	
ila33247	ita3656	0.0002	0.1532	0.00130548302872063	(ita,ila)	AT1G08370.1	ita36562	706741	
ila231651	ita2277	0.0372	0.1084	0.343173431734317	(ila,ita)	none	ila231651	353093	
ila36297	ita26766	0.0101	0.1436	0.0703342618384401	(ila,ita)	AT5G64840.1	ila36297	703003	
ila221755	ita7680	0.1149	0.1572	0.730916030534351	(ila,ita)	none	ila221755	900071	
ila211487	ita33033	0.0238	0.1000	0.238	(ita,ila)	AT4G30860.1	ita33033	630916	
ila31069	ita9623	0.0048	0.1367	0.0351133869787857	(ita,ila)	AT5G56280.1	ita9623	706271	
ila230837	ita5829	0.0086	0.1112	0.0773381294964029	(ita,ila)	AT3G27820.1	ita5829	698295	
ila33759	ita16170	0.0072	0.1676	0.0429594272076372	(ila,ita)	AT1G53900.1	ila33759	256191	
ila4529	ita3795	0.0207	0.1244	0.166398713826367	(ita,ila)	AT5G12200.1	ita37956	696318	
ila16737	ita3902	0.0177	0.0806	0.219602977667494	(ila,ita)	AT3G09230.1	ila16737	569895	
ila230246	ita36364	0.0019	0.0986	0.0192697768762677	(ita,ila)	AT3G52930.1	ita36364	708095	
ila16688	ita3845	0.0210	0.1620	0.12962962962963	(ila,ita)	AT5G22140.1	ila16688	239087	
ila196	ita31423	0.0219	0.1082	0.202402957486137	(ita,ila)	none	ita31423	848920	
ila225087	ita738	0.0223	0.0514	0.433852140077821	(ila,ita)	none	ila225087	394806	
ila21910	ita7369	0.0378	0.1170	0.323076923076923	(ita,ila)	none	ita7369	572860	
ila37273	ita30628	0.0115	0.1365	0.0842490842490842	(ita,ila)	AT4G15570.1	ita30628	701415	
ila214549	ita27656	0.0276	0.0975	0.283076923076923	(ila,ita)	none	ila214549	704451	
ila22433	ita37811	0.0644	0.1526	0.422018348623853	(ila,ita)	AT3G08590.2	ila22433	691110	
ila19252	ita15215	0.0194	0.0897	0.216276477146042	(ila,ita)	none	ila19252	180792	
ila630	ita10797	0.0356	0.0427	0.833723653395784	(ita,ila)	none	ita10797	276551	
ila35689	ita1252	0.0353	0.1153	0.306157849089332	(ila,ita)	none	ila35689	690278	
ila37177	ita13071	0.0239	0.1467	0.16291751874574	(ila,ita)	none	ila37177	696366	
ila3196	ita4481	0.0162	0.1338	0.121076233183856	(ila,ita)	none	ila31969	662347	
ila17206	ita7458	1.1470	64.2483	0.0178526124426639	(ila,ita)	AT1G09160.1	ila17206	694999	
ila213001	ita19069	0.0400	0.0990	0.404040404040404	(ila,ita)	none	ila213001	54151	
ila29478	ita21387	0.0001	0.1178	0.000848896434634975	(ita,ila)	none	ita21387	693680	
ila25087	ita9220	0.0186	0.1513	0.122934567085261	(ila,ita)	AT1G77120.1	ila25087	698876	
ila5234	ita9914	0.8109	8.3333	0.0973083892335569	(ila,ita)	none	ila5234	695825	
ila33072	ita30673	0.0002	0.2360	0.000847457627118644	(ita,ila)	AT3G16560.1	ita30673	5528	
ila11100	ita8322	0.0226	0.0929	0.243272335844995	(ila,ita)	AT4G02600.2	ila11100	691211	
ila226256	ita22663	0.0274	0.1372	0.199708454810496	(ita,ila)	none	ita22663	700300	
ila20049	ita24742	0.0406	0.0836	0.485645933014354	(ita,ila)	none	ita24742	499799	
ila6564	ita16480	0.0361	0.1226	0.294453507340946	(ita,ila)	AT4G32300.1	ita16480	503202	
ila227682	ita30885	0.0034	0.1425	0.023859649122807	(ita,ila)	AT5G55280.1	ita30885	697578	
ila25501	ita30864	0.0238	0.1269	0.187549251379039	(ita,ila)	none	ita30864	549707	
ila18938	ita30452	0.0830	0.1359	0.610743193524651	(ita,ila)	AT5G46170.1	ita30452	559355	
ila232002	ita17352	0.0084	0.0951	0.0883280757097792	(ita,ila)	none	ita17352	702684	
ila3730	ita9109	0.0122	0.1078	0.11317254174397	(ita,ila)	AT3G09770.1	ita9109	694513	
ila21031	ita34293	0.0301	0.1601	0.188007495315428	(ita,ila)	AT4G31140.1	ita34293	708274	
ila212903	ita24232	0.0389	0.1002	0.388223552894212	(ita,ila)	AT2G40190.1	ita24232	703575	
ila19518	ita15438	0.3990	0.5157	0.77370564281559	(ita,ila)	AT5G13930.1	ita15438	183655	
ila33402	ita8441	0.0090	0.1309	0.0687547746371276	(ila,ita)	AT4G29170.1	ila33402	689400	
ila14002	ita24706	0.0095	0.1584	0.0599747474747475	(ita,ila)	none	ita24706	558740	
ila20971	ita16393	0.0068	0.0899	0.0756395995550612	(ila,ita)	AT5G58260.1	ila209710	240205	
ila36004	ita36633	0.0289	0.1081	0.267345050878816	(ila,ita)	none	ila36004	564643	
ila227132	ita27952	0.0186	0.1342	0.138599105812221	(ita,ila)	none	ita27952	693091	
ila35935	ita24716	0.0108	0.0382	0.282722513089005	(ila,ita)	AT3G53450.1	ila35935	706116	
ila228947	ita25367	0.0144	0.0558	0.258064516129032	(ila,ita)	none	ila228947	708275	
ila224783	ita17843	0.0165	0.0894	0.184563758389262	(ita,ila)	none	ita17843	558288	
ila5495	ita29257	0.1452	0.5400	0.268888888888889	(ila,ita)	AT1G05460.1	ila5495	554778	
ila223490	ita17850	0.0163	0.1186	0.13743676222597	(ita,ila)	none	ita17850	694139	
ila16145	ita34087	0.0205	0.1217	0.168447000821693	(ita,ila)	AT5G28080.2	ita34087	688429	
ila217546	ita37377	0.0520	0.0436	1.19266055045872	(ita,ila)	AT1G10520.1	ita37377	548628	
ila34829	ita5996	0.0280	0.1162	0.240963855421687	(ita,ila)	none	ita5996	554987	
ila35927	ita38796	0.0496	0.1575	0.314920634920635	(ita,ila)	none	ita38796	630213	
ila30170	ita22437	0.0045	0.0915	0.0491803278688525	(ila,ita)	AT4G10340.1	ila30170	878708	
ila37250	ita18107	0.0445	0.1410	0.315602836879433	(ita,ila)	none	ita18107	701863	
ila213426	ita32641	0.0041	0.0253	0.162055335968379	(ita,ila)	AT3G09660.1	ita32641	696120	
ila34111	ita26529	0.0439	0.1345	0.32639405204461	(ila,ita)	none	ila34111	871704	
ila224	ita14738	0.0326	0.1073	0.303821062441752	(ita,ila)	none	ita14738	579475	
ila232377	ita38728	0.0656	0.1759	0.372939169982945	(ita,ila)	none	ita38728	872655	
ila17872	ita31169	0.0093	0.1167	0.0796915167095116	(ila,ita)	AT5G05200.1	ila17872	566333	
ila233035	ita8860	0.0308	0.1131	0.272325375773652	(ila,ita)	AT1G05590.1	ila233035	612348	
ila37214	ita34849	0.0074	0.0734	0.100817438692098	(ita,ila)	AT1G23820.1	ita34849	550416	
ila18238	ita11278	0.0382	0.1655	0.230815709969789	(ita,ila)	none	ita11278	652159	
ila213587	ita3950	0.3149	0.6232	0.505295250320924	(ila,ita)	none	ila213587	388534	
ila18075	ita12136	0.0505	0.0991	0.509586276488396	(ita,ila)	none	ita12136	190244	
ila30262	ita5281	0.0399	0.0819	0.487179487179487	(ita,ila)	none	ita5281	569780	
ila31720	ita3404	0.0802	0.1865	0.430026809651474	(ita,ila)	AT5G36880.2	ita3404	561895	
ila5033	ita19568	1.4071	73.5467	0.0191320616696602	(ila,ita)	AT1G70980.1	ila5033	49873	
ila26546	ita23044	0.0199	0.1623	0.122612446087492	(ita,ila)	AT5G26040.2	ita23044	697267	
ila714	ita14335	0.3377	0.8285	0.407604103802052	(ita,ila)	none	ita14335	709133	
ila224559	ita36831	0.0521	0.2894	0.180027643400138	(ila,ita)	AT3G07740.1	ila224559	567937	
ila23767	ita12107	0.0076	0.1265	0.0600790513833992	(ita,ila)	AT1G29400.2	ita12107	364272	
ila28570	ita13854	0.1915	0.6299	0.304016510557231	(ita,ila)	none	ita13854	699729	
ila29581	ita24448	1.1351	65.9359	0.0172152044637292	(ila,ita)	none	ila29581	854037	
ila36849	ita25645	0.0172	0.1150	0.149565217391304	(ila,ita)	AT5G61510.1	ila36849	779065	
ila221399	ita20480	1.2894	61.3295	0.0210241400957125	(ila,ita)	none	ila221399	172750	
ila23118	ita38500	0.0250	0.1496	0.167112299465241	(ila,ita)	none	ila231188	698040	
ila32535	ita18844	0.0092	0.1521	0.0604865220249836	(ita,ila)	AT1G32520.1	ita18844	250695	
ila21045	ita13806	0.0357	0.1267	0.281767955801105	(ita,ila)	none	ita13806	694404	
ila26912	ita22786	0.0173	0.0712	0.242977528089888	(ita,ila)	AT3G05290.1	ita22786	703973	
ila34611	ita37402	0.0104	0.1315	0.0790874524714829	(ila,ita)	AT4G30160.1	ila34611	692514	
ila224658	ita10734	0.0563	0.1002	0.56187624750499	(ita,ila)	none	ita10734	572811	
ila228696	ita4684	0.0878	0.4321	0.203193705160842	(ila,ita)	none	ila228696	705183	
ila13993	ita13399	0.0191	0.2804	0.0681169757489301	(ita,ila)	AT1G26560.1	ita13399	691939	
ila33446	ita11791	0.0061	0.0933	0.0653804930332262	(ila,ita)	AT2G14110.1	ila33446	732912	
ila17942	ita6047	0.0170	0.0401	0.423940149625935	(ila,ita)	AT1G34320.1	ila17942	697791	
ila22365	ita6208	0.0100	0.1093	0.0914913083257091	(ita,ila)	AT5G17560.1	ita6208	179329	
ila231598	ita37546	0.0331	0.1274	0.259811616954474	(ita,ila)	none	ita37546	692518	
ila35891	ita31382	0.0159	0.1241	0.12812248186946	(ita,ila)	AT1G19880.1	ita31382	223253	
ila208412	ita36075	0.0049	0.1071	0.0457516339869281	(ila,ita)	none	ila208412	592686	
ila215721	ita34240	0.0002	0.1669	0.0011983223487118	(ita,ila)	AT1G50010.1	ita34240	644848	
ila14391	ita26453	0.0178	0.0930	0.191397849462366	(ita,ila)	AT5G59840.1	ita26453	706268	
ila17599	ita39370	0.0290	0.1811	0.160132523467697	(ita,ila)	AT5G20080.1	ita39370	863128	
ila227575	ita8916	0.0151	0.1476	0.10230352303523	(ita,ila)	none	ita8916	706135	
ila232536	ita22137	0.0163	0.0902	0.180709534368071	(ita,ila)	AT5G22790.1	ita22137	705073	
ila208481	ita29248	0.0423	0.0941	0.44952178533475	(ita,ila)	none	ita29248	555983	
ila231491	ita5610	0.0230	0.1347	0.170749814402376	(ita,ila)	AT4G21570.1	ita5610	691493	
ila2412	ita11691	0.4827	64.7294	0.00745719873813136	(ita,ila)	none	ita11691	692924	
ila12774	ita12469	0.0303	0.2083	0.14546327412386	(ita,ila)	AT2G39930.1	ita12469	567029	
ila33293	ita32324	0.0237	0.0925	0.256216216216216	(ita,ila)	none	ita32324	699643	
ila33663	ita4999	0.0366	0.1103	0.331822302810517	(ila,ita)	AT1G20230.1	ila33663	558288	
ila3780	ita33962	0.8759	57.5657	0.015215657935194	(ita,ila)	none	ita33962	792389	
ila4972	ita35890	0.0156	0.0962	0.162162162162162	(ita,ila)	AT3G24180.2	ita35890	708252	
ila26755	ita34148	0.0308	0.1051	0.293054234062797	(ita,ila)	AT1G67060.1	ita34148	701421	
ila28963	ita39171	0.0339	0.1386	0.244588744588745	(ila,ita)	AT1G11250.1	ila28963	580325	
ila23804	ita5496	0.5303	68.2220	0.00777315235554513	(ila,ita)	AT3G13330.1	ila23804	693996	
ila3048	ita31914	0.0123	0.1337	0.0919970082273747	(ita,ila)	none	ita31914	703382	
ila230420	ita796	0.0081	0.0913	0.0887185104052574	(ila,ita)	none	ila230420	551226	
ila24366	ita18303	0.0278	0.1681	0.165377751338489	(ita,ila)	none	ita18303	703988	
ila24583	ita32214	0.0461	0.1401	0.329050678087081	(ila,ita)	none	ila24583	553573	
ila231436	ita30184	0.0057	0.1559	0.0365618986529827	(ita,ila)	AT3G10330.1	ita30184	706113	
ila19813	ita20982	0.0358	0.1166	0.307032590051458	(ila,ita)	none	ila19813	557715	
ila30481	ita9519	0.2871	0.9425	0.304615384615385	(ita,ila)	AT3G01650.1	ita9519	254622	
ila232735	ita22676	0.0161	0.1409	0.114265436479773	(ita,ila)	none	ita22676	701267	
ila21084	ita16369	1.2170	69.2888	0.0175641662144531	(ila,ita)	AT3G01120.1	ila21084	699759	
ila214460	ita3372	0.0206	0.0382	0.539267015706806	(ila,ita)	none	ila214460	699713	
ila218832	ita10009	0.0374	0.1093	0.342177493138152	(ila,ita)	none	ila218832	664952	
ila226797	ita7387	0.0497	0.0456	1.08991228070175	(ila,ita)	none	ila226797	756970	
ila10930	ita18162	0.0159	0.0512	0.310546875	(ila,ita)	AT2G21510.1	ila10930	699658	
ila14724	ita18504	0.0091	0.0900	0.101111111111111	(ita,ila)	AT2G01690.1	ita18504	707814	
ila10107	ita9313	0.0198	0.1126	0.175843694493783	(ita,ila)	AT5G35700.1	ita9313	702133	
ila231644	ita32477	0.0253	0.1032	0.24515503875969	(ita,ila)	none	ita32477	553049	
ila33914	ita8300	0.0507	0.2334	0.217223650385604	(ila,ita)	none	ila33914	696551	
ila23901	ita2122	0.0120	0.1181	0.101608806096528	(ita,ila)	AT3G58730.1	ita21225	21276	
ila4638	ita5327	0.0294	0.1369	0.214755295836377	(ita,ila)	none	ita5327	709961	
ila12449	ita22591	0.1609	0.1233	1.30494728304947	(ila,ita)	AT1G63440.1	ila12449	487901	
ila232475	ita28839	0.0391	0.2773	0.141002524341868	(ita,ila)	none	ita28839	701185	
